Date,Region,Category,BTS_ID,Cell_ID,Layer,Overload_Flag,Overload_Period,Total_DataVol_GB,DataVol_DL_DRB_GB,DataVol_UL_DRB_GB,DataVol_DL_SRB_GB,DataVol_UL_SRB_GB,LTE_User_THP_DL_Mbps,LTE_User_THP_UL_Mbps,LTE_Cell_THP_DL_Mbps,LTE_Cell_THP_UL_Mbps,LTE_PrbUtil_UL_pct,LTE_PrbUtil_DL_pct,LTE_PDCCH_CCE_Load_pct,LTE_CceAgg_1,LTE_CceAgg_2,LTE_CceAgg_4,LTE_CceAgg_8,LTE_CFI3_Share_pct,PDCCH_Adm_Rej_Count,LTE_Max_RRC_CU,LTE_Avg_RRC_CU,LTE_Active_UL_Users_TTI,SR_Fail_Ratio,PUCCH_SR_Cong_Count
2024-03-04,Dakar,Dense Urban,DK0003,DK0003B,L800,0,,18.1313,15.0568,2.9543,0.0741,0.0461,10.356,2.158,8.785,1.713,30.29,48.2,21.01,8375497,4013296,2118311,474427,51.28,49,83.9,66.3,34.2,0.0116,356
2024-03-04,Dakar,Dense Urban,DK0003,DK0003B,L1800,0,,23.474,19.3185,4.0091,0.0868,0.0596,8.813,1.702,7.534,1.372,40.95,57.44,28.94,7859218,4040154,1898656,528463,67.26,62,143.7,109.0,59.4,0.0156,440
2024-03-04,Dakar,Dense Urban,DK0003,DK0003B,L2600,0,,28.4715,23.6095,4.6742,0.1138,0.074,6.751,1.282,6.774,1.201,46.8,66.21,33.69,8298131,4233892,1916100,505647,71.96,76,206.1,160.7,78.9,0.0178,525
2024-03-04,Dakar,Dense Urban,DK0003,DK0003C,L800,0,,17.0219,13.8464,3.053,0.0728,0.0496,11.262,2.08,9.379,1.709,33.52,44.25,22.1,7643993,4217944,2025481,483718,52.0,47,82.2,62.2,34.2,0.0117,362
2024-03-04,Dakar,Dense Urban,DK0003,DK0003C,L1800,0,,23.3119,19.1713,3.9867,0.0924,0.0616,8.739,1.607,7.241,1.276,43.36,60.53,29.78,7724445,3825458,1883490,491035,64.24,60,142.0,117.0,56.2,0.0153,474
2024-03-04,Dakar,Dense Urban,DK0003,DK0003C,L2600,0,,26.9752,22.2207,4.5659,0.1127,0.0759,6.378,1.361,6.434,1.117,49.26,74.24,34.17,7835601,4064032,1937634,474551,69.75,68,189.7,147.7,80.5,0.0173,529
2024-03-04,Dakar,Dense Urban,DK0004,DK0004A,L800,0,,18.3538,15.3214,2.9159,0.0716,0.045,10.237,1.953,8.725,1.579,30.93,43.38,21.22,7962347,3859040,1967424,500205,52.11,44,86.7,66.3,31.8,0.0122,368
2024-03-04,Dakar,Dense Urban,DK0004,DK0004A,L1800,0,,21.9985,18.1177,3.7226,0.0952,0.063,8.044,1.569,7.456,1.35,42.67,58.73,28.94,8237572,3777607,1940584,512800,66.56,61,143.6,106.3,56.9,0.0154,444
2024-03-04,Dakar,Dense Urban,DK0004,DK0004A,L2600,0,,26.4829,21.877,4.4337,0.1018,0.0705,6.429,1.268,6.146,1.204,50.06,71.71,35.39,7998504,3801721,2008905,505210,75.15,71,189.2,150.4,77.9,0.0183,544
2024-03-04,Dakar,Dense Urban,DK0004,DK0004B,L800,0,,17.5846,14.3724,3.0958,0.0711,0.0453,10.121,1.981,8.809,1.556,30.96,44.45,21.36,8380894,3798512,2005882,494623,53.9,44,82.6,68.9,34.9,0.0121,340
2024-03-04,Dakar,Dense Urban,DK0004,DK0004B,L1800,0,,22.4302,18.3697,3.9024,0.0965,0.0616,8.433,1.583,7.819,1.302,41.18,59.14,29.1,7752713,3815121,2026548,487317,64.17,58,142.7,112.0,54.1,0.015,438
2024-03-04,Dakar,Dense Urban,DK0004,DK0004B,L2600,0,,26.2661,21.3211,4.7646,0.1057,0.0747,6.464,1.323,6.641,1.163,49.33,69.46,33.58,8412347,4158697,2111606,477457,75.02,75,190.4,146.4,81.5,0.0182,562
2024-03-04,Dakar,Dense Urban,DK0004,DK0004C,L800,0,,17.134,13.9928,3.0286,0.0677,0.0449,10.201,2.145,9.266,1.627,31.63,47.7,21.94,8303935,3970784,1970466,497760,49.74,48,83.7,63.2,35.1,0.0115,352
2024-03-04,Dakar,Dense Urban,DK0004,DK0004C,L1800,0,,24.0919,20.0579,3.882,0.0876,0.0644,8.489,1.594,7.246,1.4,42.68,59.91,30.44,8277053,3832803,1954813,484909,65.41,57,144.3,115.1,59.8,0.015,476
2024-03-04,Dakar,Dense Urban,DK0004,DK0004C,L2600,0,,26.3101,21.4487,4.6871,0.1032,0.0711,6.898,1.241,6.231,1.181,50.81,71.39,35.0,8041015,3880863,1962967,480895,76.58,72,195.6,153.7,83.5,0.0173,545
2024-03-04,Dakar,Dense Urban,DK0005,DK0005A,L800,0,,17.7145,14.6353,2.9641,0.0661,0.0489,11.18,2.083,9.3,1.705,32.98,43.73,22.43,8102446,3963582,2056746,526062,53.55,46,79.8,69.0,34.8,0.0112,368
2024-03-04,Dakar,Dense Urban,DK0005,DK0005A,L1800,0,,23.9608,19.9739,3.8336,0.0928,0.0605,7.914,1.594,7.849,1.272,41.23,58.94,29.2,8403061,3926246,1963268,514250,63.19,59,142.2,106.8,55.0,0.0153,454
2024-03-04,Dakar,Dense Urban,DK0005,DK0005A,L2600,0,,28.228,23.6201,4.4257,0.109,0.0731,6.271,1.32,6.191,1.214,47.41,69.48,32.5,8476999,4001053,2022892,474024,75.19,69,207.5,149.0,76.3,0.017,538
2024-03-04,Dakar,Dense Urban,DK0005,DK0005B,L800,0,,17.6304,14.7388,2.7726,0.0725,0.0465,10.66,2.052,8.978,1.634,30.84,43.89,23.2,8428270,3939188,1944978,508639,50.39,44,80.2,66.9,34.1,0.011,339
2024-03-04,Dakar,Dense Urban,DK0005,DK0005B,L1800,0,,22.5565,18.5078,3.9039,0.0865,0.0583,8.662,1.563,7.713,1.31,40.05,57.83,29.85,8341468,4158505,1975324,510085,61.3,59,149.9,105.1,54.4,0.0148,432
2024-03-04,Dakar,Dense Urban,DK0005,DK0005B,L2600,0,,26.3671,21.6399,4.5448,0.107,0.0754,6.914,1.27,6.254,1.133,50.04,68.25,34.71,7913035,4024982,1984670,487667,76.93,74,189.4,161.3,79.1,0.0189,559
2024-03-04,Dakar,Dense Urban,DK0005,DK0005C,L800,0,,17.3664,14.4937,2.7574,0.0683,0.047,10.799,2.007,8.693,1.688,34.05,45.77,21.35,7781415,3768827,2099431,477065,51.42,45,84.2,66.4,34.8,0.0113,330
2024-03-04,Dakar,Dense Urban,DK0005,DK0005C,L1800,0,,22.4581,18.2917,4.0086,0.0959,0.0619,8.462,1.658,7.279,1.42,41.66,58.83,29.14,7565087,3839816,2057128,474967,64.34,59,141.2,108.8,56.2,0.0157,447
2024-03-04,Dakar,Dense Urban,DK0005,DK0005C,L2600,0,,27.3523,22.6793,4.4871,0.1101,0.0758,6.846,1.251,6.078,1.117,50.06,66.42,34.19,8092969,3920437,2065018,476395,69.28,73,197.9,157.9,78.6,0.0175,560
2024-03-04,Dakar,Dense Urban,DK0006,DK0006A,L800,0,,18.2594,15.1505,2.9933,0.0683,0.0473,10.452,1.965,9.541,1.552,33.91,45.33,21.39,8040224,4179014,2055733,518393,51.92,47,87.2,63.3,33.4,0.0113,371
2024-03-04,Dakar,Dense Urban,DK0006,DK0006A,L1800,0,,23.9161,20.1441,3.6136,0.0941,0.0643,8.041,1.639,7.952,1.277,43.07,58.22,30.55,8452215,4213247,1993811,521722,66.18,59,148.7,105.4,57.9,0.0148,438
2024-03-04,Dakar,Dense Urban,DK0006,DK0006A,L2600,0,,26.1436,21.3578,4.606,0.1059,0.0739,6.313,1.266,6.471,1.19,48.42,71.26,35.78,8111228,3871820,1885856,522205,68.81,75,198.7,162.6,82.0,0.0191,530
2024-03-04,Dakar,Dense Urban,DK0006,DK0006B,L800,0,,18.102,15.0939,2.8906,0.07,0.0475,11.106,2.187,9.379,1.606,31.87,46.93,21.53,7626055,3930218,1948937,487778,49.32,44,78.8,69.1,33.2,0.0115,358
2024-03-04,Dakar,Dense Urban,DK0006,DK0006B,L1800,0,,22.6631,18.4784,4.0315,0.095,0.0582,8.278,1.7,7.978,1.347,42.65,57.29,30.78,7742404,4212511,2035915,506464,63.65,59,137.5,107.8,55.1,0.0158,450
2024-03-04,Dakar,Dense Urban,DK0006,DK0006B,L2600,0,,26.2482,21.3062,4.7533,0.113,0.0757,7.056,1.244,6.36,1.186,50.66,67.28,35.5,7735462,3867432,2008873,505576,73.7,68,207.0,150.1,75.7,0.0188,569
2024-03-04,Dakar,Dense Urban,DK0006,DK0006C,L800,0,,18.4128,15.2605,3.0336,0.0715,0.0471,10.102,2.044,8.947,1.576,33.04,45.61,21.11,7731375,4087964,1898271,521072,50.92,46,84.6,67.8,32.9,0.0119,353
2024-03-04,Dakar,Dense Urban,DK0006,DK0006C,L1800,0,,22.7466,18.5903,3.9988,0.0951,0.0624,8.713,1.697,7.763,1.407,43.07,60.96,29.48,8242607,3836130,2091408,522310,59.96,63,136.7,109.4,58.9,0.0147,476
2024-03-04,Dakar,Dense Urban,DK0006,DK0006C,L2600,0,,28.0726,23.3968,4.504,0.1016,0.0702,6.753,1.37,6.542,1.117,50.3,70.54,35.35,7622701,4125293,2009903,527779,71.61,73,208.3,147.1,83.4,0.0184,511
2024-03-04,Dakar,Dense Urban,DK0007,DK0007A,L800,0,,17.3876,14.2757,2.9981,0.0666,0.0473,10.432,2.097,8.591,1.695,34.0,48.2,22.9,7644882,4123966,1885900,471327,49.87,46,86.4,66.7,33.2,0.0114,371
2024-03-04,Dakar,Dense Urban,DK0007,DK0007A,L1800,0,,22.9097,18.9556,3.8027,0.0881,0.0634,8.555,1.571,7.194,1.382,42.86,58.05,30.64,7665015,3967520,2106467,495183,64.61,60,139.2,118.1,56.6,0.016,444
2024-03-04,Dakar,Dense Urban,DK0007,DK0007A,L2600,0,,26.153,21.7254,4.2468,0.11,0.0709,6.951,1.291,6.802,1.107,51.69,72.53,35.31,8330991,4125291,2030292,477874,68.9,75,200.8,159.9,79.0,0.0172,515
2024-03-04,Dakar,Dense Urban,DK0007,DK0007B,L800,0,,17.9656,14.9507,2.9005,0.0677,0.0468,10.073,2.087,8.834,1.68,31.44,45.38,20.93,7589549,3948396,1995185,506001,49.68,47,87.3,67.4,31.6,0.0117,334
2024-03-04,Dakar,Dense Urban,DK0007,DK0007B,L1800,0,,22.7304,18.533,4.0484,0.0879,0.0612,8.48,1.665,7.628,1.273,41.2,59.8,27.63,7856601,3775937,1898858,493815,60.75,61,146.3,115.6,55.2,0.0147,437
2024-03-04,Dakar,Dense Urban,DK0007,DK0007B,L2600,0,,27.6576,22.8684,4.6115,0.1019,0.0758,6.302,1.301,6.602,1.201,50.77,72.74,33.54,8302232,3798455,2094755,502855,75.78,71,201.4,154.9,81.4,0.0171,511
2024-03-04,Dakar,Dense Urban,DK0007,DK0007C,L800,0,,17.1052,14.1812,2.8055,0.0733,0.0452,11.236,2.026,8.739,1.679,32.79,45.62,22.38,8210433,3869658,2119120,528487,51.87,45,85.5,61.9,31.6,0.0114,349
2024-03-04,Dakar,Dense Urban,DK0007,DK0007C,L1800,0,,24.0546,19.9702,3.9293,0.0945,0.0607,8.206,1.601,8.017,1.278,43.93,60.23,28.86,8216247,3993601,2089621,524042,62.95,59,144.6,117.1,55.2,0.0155,466
2024-03-04,Dakar,Dense Urban,DK0007,DK0007C,L2600,0,,27.6168,23.1294,4.301,0.1108,0.0755,6.404,1.254,6.804,1.106,51.61,70.13,33.16,8355919,3973746,2003556,491554,73.81,69,195.4,163.1,76.9,0.0183,528
2024-03-04,Dakar,Dense Urban,DK0008,DK0008A,L800,0,,18.0211,15.1049,2.7954,0.0742,0.0465,10.292,1.961,8.726,1.626,31.55,47.43,22.05,7758765,4056229,2049626,480022,48.92,44,86.0,66.5,33.4,0.0122,363
2024-03-04,Dakar,Dense Urban,DK0008,DK0008A,L1800,0,,23.4618,19.3209,3.994,0.0886,0.0583,8.13,1.539,7.602,1.423,39.75,56.96,28.9,8416520,3911754,2001736,472494,60.87,64,151.0,105.0,60.3,0.0156,479
2024-03-04,Dakar,Dense Urban,DK0008,DK0008A,L2600,0,,27.0675,22.3778,4.5084,0.1079,0.0734,6.372,1.222,6.292,1.178,47.73,71.66,36.13,7610144,4082849,1986500,522088,70.17,73,206.0,162.7,80.9,0.018,547
2024-03-04,Dakar,Dense Urban,DK0008,DK0008B,L800,0,,18.3377,15.2724,2.9498,0.0662,0.0492,10.871,2.111,8.776,1.653,31.77,46.46,21.18,8151531,4239718,1891570,528630,50.38,48,86.5,65.8,34.4,0.0122,346
2024-03-04,Dakar,Dense Urban,DK0008,DK0008B,L1800,0,,22.7883,18.728,3.9019,0.0952,0.0631,8.66,1.613,7.863,1.291,42.3,56.13,28.46,7871803,3950162,2046912,493313,63.16,59,140.9,107.9,54.3,0.0155,468
2024-03-04,Dakar,Dense Urban,DK0008,DK0008B,L2600,0,,27.4845,22.8226,4.4803,0.1064,0.0751,6.675,1.292,6.073,1.128,48.79,69.35,34.53,8032258,4051794,2063571,518779,74.91,75,186.6,148.8,74.5,0.0183,565
2024-03-04,Dakar,Dense Urban,DK0008,DK0008C,L800,0,,17.3654,14.1748,3.0749,0.0665,0.0492,10.44,1.968,9.071,1.575,31.34,44.57,23.04,8037594,3909427,2026480,512969,49.56,46,79.9,62.8,34.2,0.0113,352
2024-03-04,Dakar,Dense Urban,DK0008,DK0008C,L1800,0,,23.4013,19.6048,3.6446,0.0925,0.0594,8.825,1.623,7.852,1.361,39.77,60.62,30.64,8097547,4153210,2092209,483684,61.35,62,141.5,116.1,60.0,0.015,444
2024-03-04,Dakar,Dense Urban,DK0008,DK0008C,L2600,0,,27.8193,23.2574,4.3784,0.1122,0.0713,6.794,1.232,6.536,1.143,50.01,67.4,35.17,8348285,3864035,1902971,471418,74.24,72,199.1,149.5,78.2,0.0182,539
2024-03-04,Dakar,Dense Urban,DK0009,DK0009A,L800,0,,18.3966,15.4811,2.7974,0.0718,0.0463,10.537,2.121,9.296,1.718,30.74,43.46,22.83,8075251,3891597,1899060,475139,53.36,45,81.9,63.1,32.9,0.0111,351
2024-03-04,Dakar,Dense Urban,DK0009,DK0009A,L1800,0,,22.2459,18.1327,3.9629,0.0889,0.0615,8.742,1.655,7.604,1.324,41.23,60.88,30.79,8155365,4027736,2055356,497912,60.2,61,150.9,107.2,58.5,0.0148,460
2024-03-04,Dakar,Dense Urban,DK0009,DK0009A,L2600,0,,26.0662,21.411,4.4732,0.1113,0.0707,6.792,1.341,6.77,1.113,48.9,67.27,36.22,8409920,4019179,2082087,501257,74.08,68,204.1,147.5,82.3,0.0186,553
2024-03-04,Dakar,Dense Urban,DK0009,DK0009B,L800,0,,16.7811,13.811,2.8559,0.0682,0.046,10.103,2.175,9.145,1.585,31.78,45.34,22.5,8015052,4201308,1999271,529529,53.1,45,88.0,62.2,34.7,0.0115,366
2024-03-04,Dakar,Dense Urban,DK0009,DK0009B,L1800,0,,24.0899,19.9697,3.9654,0.095,0.0598,7.941,1.607,7.277,1.384,41.3,63.08,29.56,8309581,3823611,2086883,525365,63.45,61,147.6,107.2,57.2,0.0151,439
2024-03-04,Dakar,Dense Urban,DK0009,DK0009B,L2600,0,,26.5799,22.1423,4.2668,0.1019,0.0688,7.03,1.303,6.8,1.141,48.38,70.25,33.95,7621438,4067596,1931849,507175,74.32,68,187.6,159.6,78.8,0.017,572
2024-03-04,Dakar,Dense Urban,DK0009,DK0009C,L800,0,,16.962,13.8489,2.9935,0.0743,0.0453,10.173,1.973,8.872,1.545,32.92,43.23,22.26,8476828,4150705,2027652,488375,51.71,46,82.9,62.4,35.0,0.0116,338
2024-03-04,Dakar,Dense Urban,DK0009,DK0009C,L1800,0,,22.7654,18.8215,3.7856,0.0954,0.0629,8.631,1.53,7.498,1.349,39.65,57.95,29.98,7651625,4016948,1931648,470727,61.58,64,148.2,117.7,57.1,0.0146,461
2024-03-04,Dakar,Dense Urban,DK0009,DK0009C,L2600,0,,27.2375,22.3768,4.686,0.1028,0.0719,6.38,1.268,6.623,1.147,48.76,69.31,34.03,8273615,4188200,2109280,517214,71.38,73,196.5,149.9,82.4,0.017,566
2024-03-04,Dakar,Dense Urban,DK0010,DK0010A,L800,0,,17.6511,14.5574,2.9732,0.0715,0.049,10.803,2.095,8.614,1.626,30.82,46.93,22.26,8173018,3780002,1900350,512979,48.33,44,78.8,68.8,34.4,0.0115,342
2024-03-04,Dakar,Dense Urban,DK0010,DK0010A,L1800,0,,22.8836,18.7801,3.9511,0.0936,0.0589,8.034,1.547,7.72,1.395,40.89,56.24,27.61,8449145,3901813,2064613,507479,62.65,59,136.6,113.1,59.1,0.0156,460
2024-03-04,Dakar,Dense Urban,DK0010,DK0010A,L2600,0,,26.1983,21.2633,4.753,0.1119,0.0702,7.044,1.311,6.504,1.184,51.35,71.52,32.67,7844736,4205480,1933907,492330,72.4,71,200.7,162.7,76.7,0.0172,520
2024-03-04,Dakar,Dense Urban,DK0010,DK0010B,L800,0,,18.3972,15.3041,2.9762,0.0684,0.0486,11.09,2.153,9.543,1.574,33.16,45.41,23.14,8219351,4132694,2037478,480645,51.23,49,88.0,61.7,32.1,0.0112,360
2024-03-04,Dakar,Dense Urban,DK0010,DK0010B,L1800,0,,23.7034,19.8543,3.6935,0.0919,0.0637,8.595,1.634,7.656,1.354,41.05,60.14,29.73,8358389,4065419,2062669,479604,63.26,57,138.7,114.6,60.6,0.0146,453
2024-03-04,Dakar,Dense Urban,DK0010,DK0010B,L2600,0,,27.8331,23.3102,4.3402,0.1087,0.074,6.753,1.247,6.328,1.189,49.82,66.03,35.27,7553898,4117952,1928595,527484,71.84,70,189.7,150.8,82.8,0.0191,531
2024-03-04,Dakar,Dense Urban,DK0010,DK0010C,L800,0,,17.6585,14.5348,3.0029,0.0735,0.0473,10.491,2.045,9.299,1.526,32.64,44.84,23.01,7609271,4042337,1995433,508539,48.29,47,84.3,65.7,33.9,0.0119,363
2024-03-04,Dakar,Dense Urban,DK0010,DK0010C,L1800,0,,22.7208,18.5967,3.9742,0.0918,0.0581,7.918,1.593,7.833,1.386,43.53,59.79,28.86,7661554,3917532,1984164,475316,61.42,61,147.1,118.3,60.2,0.0156,454
2024-03-04,Dakar,Dense Urban,DK0010,DK0010C,L2600,0,,27.6962,22.8677,4.6543,0.1031,0.0712,6.932,1.277,6.496,1.162,47.63,69.04,33.52,7545148,3771612,2079607,486384,73.16,70,208.5,150.0,78.5,0.0188,562
2024-03-05,Dakar,Dense Urban,DK0001,DK0001A,L800,0,,18.1787,14.856,3.1996,0.0737,0.0493,9.77,1.887,9.054,1.573,33.71,49.49,24.21,7672551,4052908,1912484,515082,54.23,52,83.7,65.2,34.4,0.012,359
2024-03-05,Dakar,Dense Urban,DK0001,DK0001A,L1800,0,,25.2487,21.1717,3.9162,0.0942,0.0666,7.778,1.572,6.841,1.287,41.93,59.68,32.18,7653675,4015561,1978662,490840,69.72,60,154.0,124.3,60.8,0.017,458
2024-03-05,Dakar,Dense Urban,DK0001,DK0001A,L2600,0,,28.3294,23.5186,4.6133,0.1172,0.0804,5.854,1.194,5.802,1.083,52.02,78.3,36.57,7855526,3814765,1916299,483519,74.21,79,210.5,163.5,79.7,0.0198,585
2024-03-05,Dakar,Dense Urban,DK0001,DK0001B,L800,0,,17.9225,14.6366,3.1645,0.0745,0.0469,10.168,1.983,8.46,1.658,35.39,49.14,23.36,7915294,4072467,2010903,473736,53.3,51,87.9,65.2,36.5,0.0119,359
2024-03-05,Dakar,Dense Urban,DK0001,DK0001B,L1800,0,,23.4951,19.3753,3.9552,0.0999,0.0648,7.548,1.591,7.546,1.346,43.02,62.62,32.47,8261131,3773040,1895649,497835,69.79,64,151.0,112.2,61.5,0.0168,477
2024-03-05,Dakar,Dense Urban,DK0001,DK0001B,L2600,0,,29.7364,24.5355,5.0148,0.1099,0.0762,5.876,1.214,6.076,1.092,54.12,73.17,37.9,8031707,3835818,2047015,517595,74.82,79,219.2,158.7,88.5,0.0182,549
2024-03-05,Dakar,Dense Urban,DK0001,DK0001C,L800,0,,18.2088,14.8525,3.2335,0.0755,0.0473,10.146,2.015,8.372,1.646,35.2,48.2,24.78,7921050,4232372,2040300,508080,51.09,51,87.5,66.1,33.3,0.0124,371
2024-03-05,Dakar,Dense Urban,DK0001,DK0001C,L1800,0,,25.1039,20.7189,4.2266,0.092,0.0664,7.532,1.587,7.493,1.295,45.53,61.58,30.58,8308771,3980447,1965871,499652,69.15,63,145.1,120.8,62.8,0.0154,469
2024-03-05,Dakar,Dense Urban,DK0001,DK0001C,L2600,0,,27.5845,22.7296,4.6633,0.1133,0.0783,6.139,1.19,5.913,1.119,52.07,78.36,36.68,7641214,4084565,1958024,511179,72.55,73,217.9,157.7,87.0,0.0185,579
2024-03-05,Dakar,Dense Urban,DK0002,DK0002A,L800,0,,19.0094,15.7972,3.0922,0.0724,0.0477,9.647,1.94,8.975,1.657,35.48,49.7,24.28,8158385,3884937,2097726,510243,53.61,47,87.7,68.5,36.9,0.0124,365
2024-03-05,Dakar,Dense Urban,DK0002,DK0002A,L1800,0,,25.3485,21.3425,3.8489,0.096,0.061,8.051,1.598,7.027,1.344,43.31,66.09,31.62,8292710,3768643,2111074,513600,64.97,67,147.0,123.1,57.6,0.0165,486
2024-03-05,Dakar,Dense Urban,DK0002,DK0002A,L2600,0,,27.386,22.6001,4.6029,0.1073,0.0757,5.886,1.186,5.874,1.049,53.77,70.08,37.85,8338173,4080546,2022373,523538,73.61,72,202.5,168.8,78.9,0.0192,603
