Date,Cell_ID,Layer,Month,Pred_Total_DataVol_GB,Pred_LTE_Avg_RRC_CU,Pred_LTE_Cell_THP_DL_Mbps,Pred_LTE_PrbUtil_DL_pct
2024-07-01,DK0003A,L1800,7,23.78495212007404,113.69345275759564,7.339117424974976,53.51807304528188
2024-07-01,DK0003A,L2600,7,27.88765246891727,149.86090846127524,6.127435597436439,61.84492739025702
2024-07-01,DK0003A,L800,7,17.80259766575421,64.91573229080399,9.027624678365422,40.975755624880314
2024-07-01,DK0003B,L1800,7,23.93727089069967,113.66889785386904,7.334604224612192,53.41197207912155
2024-07-01,DK0003B,L2600,7,27.856694791548254,150.39691098541462,6.146267897790134,62.0423049251331
2024-07-01,DK0003B,L800,7,17.784744021320144,64.82035975281018,9.05035581199514,40.77322692858375
2024-07-01,DK0003C,L1800,7,23.772548322385827,113.78265355500169,7.413655299481808,53.54205485439344
2024-07-01,DK0003C,L2600,7,27.79928100313197,150.1007098250755,6.15148947887434,61.82335975811443
2024-07-01,DK0003C,L800,7,17.814373426000717,64.80901310596708,9.048189337802542,40.961130911375946
2024-07-01,DK0004A,L1800,7,23.89543488792835,113.23928585312798,7.344405438722138,53.74462288806602
2024-07-01,DK0004A,L2600,7,27.90730579139056,150.01462652748148,6.170538369874265,61.74478545788388
2024-07-01,DK0004A,L800,7,17.80239445446784,64.77106671974299,9.022458690080152,40.91349915345621
2024-07-01,DK0004B,L1800,7,23.926865681443623,113.40492847529417,7.372358796107971,53.547411989210104
2024-07-01,DK0004B,L2600,7,27.858570447654184,150.06998869723787,6.143331268794226,62.17813452686869
2024-07-01,DK0004B,L800,7,17.821127245583913,64.81487829700811,9.009965504737906,40.89407536141748
2024-07-01,DK0004C,L1800,7,23.922397851943874,113.87789135308566,7.347407790868417,53.650715221425145
2024-07-01,DK0004C,L2600,7,27.889216228785827,149.80852076350914,6.100202003597814,62.032757652949584
2024-07-01,DK0004C,L800,7,17.820506837587317,64.79218505225647,9.030509245838935,41.28635996867242
2024-07-01,DK0005A,L1800,7,23.881196431071615,113.70732344040215,7.339476579178257,53.31376923387676
2024-07-01,DK0005A,L2600,7,27.837311358277862,150.24669646526598,6.164209873451099,62.0591548002499
2024-07-01,DK0005A,L800,7,17.796473176669853,65.1727906012496,9.000430145763776,41.143248232211626
2024-07-01,DK0005B,L1800,7,23.873730147436895,113.81665320126909,7.363212444850737,53.64269753957605
2024-07-01,DK0005B,L2600,7,27.881754583864968,150.42611188122547,6.18103820328477,62.20431096214606
2024-07-01,DK0005B,L800,7,17.809641167263013,64.95301319223873,8.977612466217169,41.11545078901494
2024-07-01,DK0005C,L1800,7,23.82542719409076,113.7880335440783,7.37763230726946,53.273949907684425
2024-07-01,DK0005C,L2600,7,27.796920811019653,150.24283178828347,6.167991611150564,61.744149763377465
2024-07-01,DK0005C,L800,7,17.838926414071885,64.93999201457422,8.97451394315727,41.084671997981744
2024-07-01,DK0006A,L1800,7,23.94125992138278,113.62060724250166,7.340410012777032,53.4695006435366
2024-07-01,DK0006A,L2600,7,27.817296770455673,150.4960376281258,6.172453266801841,62.17761283942261
2024-07-01,DK0006A,L800,7,17.78956407784314,64.86595679121343,8.997140440512828,40.756012729637334
2024-07-01,DK0006B,L1800,7,23.93792943789682,113.71318466257375,7.366001074298348,53.28041952764269
2024-07-01,DK0006B,L2600,7,27.78718901505036,150.21730264033238,6.177770753883213,62.103446121430366
2024-07-01,DK0006B,L800,7,17.836873466464695,64.88363643677671,9.057811300325428,40.98658606803398
2024-07-01,DK0006C,L1800,7,23.86625077829624,113.62062236598814,7.383051163630905,53.36709327949389
2024-07-01,DK0006C,L2600,7,27.80556977936499,150.12409122868883,6.15297308521784,61.90592623699481
2024-07-01,DK0006C,L800,7,17.835836811569514,64.82381711545297,8.977434315936579,41.0798331675304
2024-07-01,DK0007A,L1800,7,23.9585733559246,114.20361513111924,7.3369025597279816,53.12519927690564
2024-07-01,DK0007A,L2600,7,27.84642409997248,150.1356955223531,6.1604517043336555,62.3862872416311
2024-07-01,DK0007A,L800,7,17.83994556810702,64.87785602224454,9.019728796266797,40.80083842726605
2024-07-01,DK0007B,L1800,7,23.907057942457918,113.84022296121657,7.341785267585968,53.442027564738495
2024-07-01,DK0007B,L2600,7,27.847693404118694,150.50030002865222,6.167450684298263,61.45809150702272
2024-07-01,DK0007B,L800,7,17.82872948212105,64.95991662668503,9.029336375973763,41.084362935333886
2024-07-01,DK0007C,L1800,7,23.77004801407361,114.02615137991599,7.364044977073656,53.485813989666994
2024-07-01,DK0007C,L2600,7,27.871386435086528,150.45134325592514,6.142846348598772,62.021453966560486
2024-07-01,DK0007C,L800,7,17.88152698058495,64.9531025732054,9.0163264685523,40.8885421548847
2024-07-01,DK0008A,L1800,7,23.84345566326003,113.74162985220728,7.340535070568804,53.5645787514186
2024-07-01,DK0008A,L2600,7,27.902357541585342,150.86702954201755,6.162523438684508,61.89540707487668
2024-07-01,DK0008A,L800,7,17.908271207192964,65.00143905373585,8.977714610170947,41.06758933310043
2024-07-01,DK0008B,L1800,7,23.903335720347535,113.44692827096532,7.3364724905746925,53.40073202686987
2024-07-01,DK0008B,L2600,7,27.893834119658614,150.78172393632977,6.143206057489387,61.567892588317775
2024-07-01,DK0008B,L800,7,18.02974923051746,65.01998910905003,9.055161050667735,41.170684858536376
2024-07-01,DK0008C,L1800,7,23.89465601611102,113.36080688344975,7.321389647345385,53.2500060586107
2024-07-01,DK0008C,L2600,7,27.809560175838484,150.8807086818161,6.147112776271244,61.776082963240825
2024-07-01,DK0008C,L800,7,18.021550773702856,65.07752491612816,9.001425529697412,40.86472348494948
2024-07-01,DK0009A,L1800,7,23.85549972318156,113.77813206647657,7.331757498903562,53.73014546923677
2024-07-01,DK0009A,L2600,7,27.86091645886712,150.2947814524177,6.182640128177034,61.99571842671484
2024-07-01,DK0009A,L800,7,17.876233093306144,65.05431648577166,9.053700945698587,41.04650716332222
2024-07-01,DK0009B,L1800,7,23.90581686410033,113.64378662051371,7.352830311741176,53.725290263081966
2024-07-01,DK0009B,L2600,7,27.827866898770043,150.4702823636481,6.167789190318814,61.848594569674496
2024-07-01,DK0009B,L800,7,17.947239273499353,64.99516454957403,9.01399933543055,41.0971098587582
2024-07-01,DK0009C,L1800,7,23.924532328511354,113.77231547818705,7.364401214972857,53.428565478669846
2024-07-01,DK0009C,L2600,7,27.75676158244481,150.69639586829226,6.173686426703597,61.58631024491157
2024-07-01,DK0009C,L800,7,17.979745637315716,65.0996971838805,9.077984600230106,40.879919004913525
2024-07-01,DK0010A,L1800,7,23.955887364906584,113.25512456122728,7.326341855724138,53.24820113098965
2024-07-01,DK0010A,L2600,7,27.864897402435147,150.58730882424928,6.151509575960032,61.98721198793412
2024-07-01,DK0010A,L800,7,17.820161990981692,64.58361503086711,9.020783308089895,41.10116444784855
2024-07-01,DK0010B,L1800,7,23.98729751590793,113.53374362566923,7.354445320228924,53.6266783108428
2024-07-01,DK0010B,L2600,7,27.830020281863572,150.1194697723545,6.151076308328165,62.13668980687707
2024-07-01,DK0010B,L800,7,17.867675194942947,64.6841608537322,9.041657087876281,41.1876046099454
2024-07-01,DK0010C,L1800,7,23.934274387237537,113.52514595354609,7.404888728071251,53.63811781964952
2024-07-01,DK0010C,L2600,7,27.803371604617528,150.48427215075444,6.142453424075824,61.30406242227578
2024-07-01,DK0010C,L800,7,17.83482340447049,64.78286166663548,8.995975530448284,40.84141224635874
2024-07-02,DK0001A,L1800,7,23.848759203158153,114.70315448346906,7.309386865872184,53.4116694696374
2024-07-02,DK0001A,L2600,7,28.154435956051802,150.30555646128013,6.170800663926511,61.89879344452719
2024-07-02,DK0001A,L800,7,17.835539973863824,65.62430621019675,9.040794320297195,41.049938813416055
2024-07-02,DK0001B,L1800,7,23.880523163976132,114.31892992491188,7.298475554461115,53.440493267906966
2024-07-02,DK0001B,L2600,7,28.111172537552243,150.50018952803114,6.164921289853842,61.86753586050752
2024-07-02,DK0001B,L800,7,17.851607415740233,65.37570710848894,9.007468775740978,40.92060451945257
2024-07-02,DK0001C,L1800,7,23.88951569505707,114.27192558555487,7.303755469224289,53.331661154987316
2024-07-02,DK0001C,L2600,7,28.13716217963984,150.21500424982256,6.126671637778372,61.919112604220715
2024-07-02,DK0001C,L800,7,17.900773107819624,65.41885399535545,9.013676566086874,41.081277125308596
2024-07-02,DK0002A,L1800,7,23.90678119192907,114.46951142483248,7.31540737062398,53.24622061553226
2024-07-02,DK0002A,L2600,7,28.187244582828452,150.4354763471062,6.16368732526961,62.33264613991257
2024-07-02,DK0002A,L800,7,17.882378993011816,65.40186737324619,8.979362927113028,41.103373126066664
2024-07-02,DK0002B,L1800,7,23.78475940565966,114.26454529310357,7.2888918744313616,53.31723358968402
2024-07-02,DK0002B,L2600,7,28.14605470735114,150.1785128768918,6.1195761991082795,62.01995508134737
2024-07-02,DK0002B,L800,7,17.863735875976296,65.72872975852702,9.010773964583155,41.08547887474177
2024-07-02,DK0002C,L1800,7,23.905117805558643,114.26244227649106,7.328275556087203,53.52385289175166
2024-07-02,DK0002C,L2600,7,28.185972964255498,150.42883398950326,6.145499649890599,62.104971587423385
2024-07-02,DK0002C,L800,7,17.894001147873357,65.41217418387502,8.976521135473288,40.90310701859099
2024-07-02,DK0003A,L1800,7,23.78495212007404,114.91625022523736,7.28988003029722,53.57621398853127
2024-07-02,DK0003A,L2600,7,28.152621053845056,149.86090846127524,6.094346502007661,61.90306833350641
2024-07-02,DK0003A,L800,7,17.818559863339033,65.32291377575093,9.027624678365422,41.033896568129705
2024-07-02,DK0003B,L1800,7,23.93727089069967,114.72326726630858,7.290035504998224,53.47011302237094
2024-07-02,DK0003B,L2600,7,28.178898087200505,150.43791098541465,6.114572628448311,62.100445868382494
2024-07-02,DK0003B,L800,7,17.800706218904967,65.2756134727198,9.043129760713088,40.831367871833145
2024-07-02,DK0003C,L1800,7,23.772548322385827,114.58465963981087,7.377710312841083,53.60019579764283
2024-07-02,DK0003C,L2600,7,28.0867964251603,150.1417098250755,6.121263141021319,61.88150070136382
2024-07-02,DK0003C,L800,7,17.82665532358554,65.26340760112743,9.036808186287391,41.019271854625345
2024-07-02,DK0004A,L1800,7,23.89543488792835,114.21387828126105,7.3001061285780064,53.80276383131541
2024-07-02,DK0004A,L2600,7,28.165116330941718,150.05562652748148,6.1422495185218615,61.80292640113327
2024-07-02,DK0004A,L800,7,17.81835665205266,65.2030807660176,9.0152326387981,40.9716400967056
2024-07-02,DK0004B,L1800,7,23.926865681443623,113.97200161368242,7.3305471097269255,53.605552932459496
2024-07-02,DK0004B,L2600,7,28.137918460750612,150.11098869723787,6.113418443627594,62.23627547011808
2024-07-02,DK0004B,L800,7,17.835565143168736,65.28714325164435,9.009965504737906,40.95221630466686
2024-07-02,DK0004C,L1800,7,23.922397851943874,114.2830220180371,7.302429223142465,53.708856164674536
2024-07-02,DK0004C,L2600,7,28.22674081089765,149.80852076350914,6.068973784491788,62.090898596198976
2024-07-02,DK0004C,L800,7,17.83494473517214,65.27742137216487,9.030509245838935,41.34450091192181
2024-07-02,DK0005A,L1800,7,23.881196431071615,114.54807594382724,7.301595962410999,53.37191017712615
2024-07-02,DK0005A,L2600,7,28.15173574217114,150.20669646526596,6.1354940092781804,62.11729574349929
2024-07-02,DK0005A,L800,7,17.812435374254672,65.4738666938888,9.000430145763776,41.20138917546102
2024-07-02,DK0005B,L1800,7,23.873730147436895,114.60367085837332,7.32845152474427,53.70083848282544
2024-07-02,DK0005B,L2600,7,28.173732143133826,150.38611188122547,6.152645513024896,62.26245190539545
2024-07-02,DK0005B,L800,7,17.818873592120564,65.32339463300013,8.977612466217169,41.17359173226434
2024-07-02,DK0005C,L1800,7,23.82542719409076,114.31661882947418,7.337898841024298,53.33209085093382
2024-07-02,DK0005C,L2600,7,28.145609760503238,150.20283178828345,6.141002739072507,61.80229070662686
2024-07-02,DK0005C,L800,7,17.85336431165671,65.32343749042334,8.97451394315727,41.14281294123113
2024-07-02,DK0006A,L1800,7,23.94125992138278,114.58884471265624,7.298699162781175,53.52764158678599
2024-07-02,DK0006A,L2600,7,28.141142502640864,150.4560376281258,6.134715711745734,62.23575378267199
2024-07-02,DK0006A,L800,7,17.80552627542796,65.28216843156518,8.997140440512828,40.81415367288673
2024-07-02,DK0006B,L1800,7,23.93792943789682,114.3304129558699,7.320408617741865,53.338560470892084
2024-07-02,DK0006B,L2600,7,28.0657732918199,150.17730264033239,6.13863937274015,62.16158706467975
2024-07-02,DK0006B,L800,7,17.847803242895672,65.34676421983738,9.043321966992094,41.04472701128337
2024-07-02,DK0006C,L1800,7,23.86625077829624,114.25291273304612,7.343072874092565,53.425234222743285
2024-07-02,DK0006C,L2600,7,28.14933442599088,150.08409122868883,6.116704461650532,61.9640671802442
2024-07-02,DK0006C,L800,7,17.848118709154335,65.30416177167774,8.977434315936579,41.137974110779794
2024-07-02,DK0007A,L1800,7,23.9585733559246,114.81297972749735,7.3075573524855155,53.18334022015503
2024-07-02,DK0007A,L2600,7,28.202098681170565,150.1356955223531,6.130974310412711,62.44442818488049
2024-07-02,DK0007A,L800,7,17.856542265691843,65.32918571815186,9.009003644751644,40.85897937051544
2024-07-02,DK0007B,L1800,7,23.907057942457918,114.5883886111855,7.300233712783872,53.50016850798789
2024-07-02,DK0007B,L2600,7,28.222008428451556,150.46030002865223,6.129195242068136,61.51623245027211
2024-07-02,DK0007B,L800,7,17.845326179705875,65.38350764737866,9.016395324691713,41.14250387858328
2024-07-02,DK0007C,L1800,7,23.77004801407361,114.55776104666637,7.3270904715267715,53.543954932916385
2024-07-02,DK0007C,L2600,7,28.181677267268178,150.45134325592514,6.1085511033383435,62.07959490980988
2024-07-02,DK0007C,L800,7,17.894443378169772,65.41666563377437,9.0163264685523,40.946683098134095
2024-07-02,DK0008A,L1800,7,23.84345566326003,114.61579506961913,7.301794187111738,53.62271969466799
2024-07-02,DK0008A,L2600,7,28.225840120036196,150.82702954201756,6.128398552009938,61.95354801812607
2024-07-02,DK0008A,L800,7,17.92352853440742,65.43299858107089,8.977714610170947,41.12573027634983
2024-07-02,DK0008B,L1800,7,23.903335720347535,114.2263718278043,7.283624685307011,53.45887297011926
2024-07-02,DK0008B,L2600,7,28.23725486868414,150.74172393632978,6.112022988965265,61.62603353156717
2024-07-02,DK0008B,L800,7,18.036479003244732,65.46412302395537,9.042219999385685,41.22882580178577
2024-07-02,DK0008C,L1800,7,23.89465601611102,114.16155637494778,7.272086016519896,53.30814700186009
2024-07-02,DK0008C,L2600,7,28.170477952031852,150.8407086818161,6.110663305902588,61.834223906490216
2024-07-02,DK0008C,L800,7,18.029632667583975,65.5374595454,9.001425529697412,40.92286442819887
2024-07-02,DK0009A,L1800,7,23.85549972318156,114.55378853214772,7.292148251444272,53.78828641248616
2024-07-02,DK0009A,L2600,7,28.192200519797492,150.2947814524177,6.138722573120927,62.05385936996423
2024-07-02,DK0009A,L800,7,17.881265514459994,65.45625465602005,9.047130894416537,41.1046481065716
2024-07-02,DK0009B,L1800,7,23.90581686410033,114.08163746980551,7.317602413925882,53.78343120633136
2024-07-02,DK0009B,L2600,7,28.1628806610731,150.4302823636481,6.130700600842418,61.90673551292389
2024-07-02,DK0009B,L800,7,17.95747716738047,65.44154757628176,9.01399933543055,41.1552508020076
2024-07-02,DK0009C,L1800,7,23.924532328511354,114.15925132234509,7.3266869858526285,53.48670642191924
2024-07-02,DK0009C,L2600,7,28.160958067011492,150.65639586829226,6.129417363742351,61.64445118816096
2024-07-02,DK0009C,L800,7,17.98431941004299,65.51642545200883,9.065043548948054,40.938059948162916
2024-07-02,DK0010A,L1800,7,23.955887364906584,114.19332422647805,7.287736942071234,53.30634207423904
2024-07-02,DK0010A,L2600,7,28.192942218440766,150.54730882424928,6.1125809598168654,62.04535293118351
2024-07-02,DK0010A,L800,7,17.83326355523318,65.0128413443126,9.014213256807842,41.15930539109793
2024-07-02,DK0010B,L1800,7,23.98729751590793,114.01797485536987,7.311703547882968,53.68481925409219
2024-07-02,DK0010B,L2600,7,28.16792327969988,150.0794697723545,6.11024296422214,62.19483075012646
2024-07-02,DK0010B,L800,7,17.875744338040587,65.08842966971062,9.028716036594231,41.245745553194794
2024-07-02,DK0010C,L1800,7,23.934274387237537,114.00720880464024,7.369344906200828,53.69625876289892
2024-07-02,DK0010C,L2600,7,28.10838178815421,150.44427215075441,6.105838337545553,61.36220336552516
2024-07-02,DK0010C,L800,7,17.84424466872198,65.26156550433933,8.995975530448284,40.899553189608135
2024-07-03,DK0001A,L1800,7,23.83989682815815,114.6939600390246,7.31063505885464,53.469810412886794
2024-07-03,DK0001A,L2600,7,28.14161363462323,150.3190564612801,6.1717162357062545,61.956934387776585
2024-07-03,DK0001A,L800,7,17.833452941670437,65.6518749581155,9.044350859072324,41.10807975666545
2024-07-03,DK0001B,L1800,7,23.87976028897613,114.3621521471341,7.306477747443572,53.49863421115636
2024-07-03,DK0001B,L2600,7,28.10931714290298,150.51368952803116,6.1655499616335865,61.925676803756915
2024-07-03,DK0001B,L800,7,17.851745145451606,65.41319938581944,9.005011445663648,40.97874546270196
2024-07-03,DK0001C,L1800,7,23.888953570057065,114.31748114111043,7.314940995540078,53.38980209823671
2024-07-03,DK0001C,L2600,7,28.135559784990583,150.23600424982257,6.12673238985134,61.977253547470106
2024-07-03,DK0001C,L800,7,17.898432703602424,65.45884627268595,9.011219236009543,41.13941806855799
2024-07-03,DK0002A,L1800,7,23.889158816929072,114.50473364705469,7.318392230273102,53.30436155878165
2024-07-03,DK0002A,L2600,7,28.185389188179194,150.4434763471062,6.164602897049353,62.39078708316197
2024-07-03,DK0002A,L800,7,17.885536782246998,65.40262201860082,8.973147501797602,41.161514069316055
2024-07-03,DK0002B,L1800,7,23.783553780659663,114.27132812138639,7.29683740074715,53.375374532933414
2024-07-03,DK0002B,L2600,7,28.147809634130454,150.18651287689178,6.11485270647311,62.07809602459676
2024-07-03,DK0002B,L800,7,17.861648843782906,65.72215793329343,9.010241634505826,41.14361981799116
2024-07-03,DK0002C,L1800,7,23.894102930558642,114.28989177144057,7.3357858919267995,53.58199383500105
2024-07-03,DK0002C,L2600,7,28.17512539282692,150.43683398950327,6.146128321670343,62.16311253067278
2024-07-03,DK0002C,L800,7,17.89720804399292,65.39324338428246,8.974063805395957,40.96124796184038
2024-07-03,DK0003A,L1800,7,23.78833399507404,114.9267830535202,7.300757223279676,53.63435493178066
2024-07-03,DK0003A,L2600,7,28.13228536651287,149.85790846127523,6.083992056991541,61.9612092767558
2024-07-03,DK0003A,L800,7,17.821717652574215,65.32267528385067,9.021409253049995,41.0920375113791
2024-07-03,DK0003B,L1800,7,23.930221015699672,114.7657394885308,7.30091269798068,53.52825396562033
2024-07-03,DK0003B,L2600,7,28.15649501577193,150.43791098541465,6.11309391451377,62.158586811631885
2024-07-03,DK0003B,L800,7,17.803864008140145,65.2665416474862,9.048611299488217,40.889508815082536
2024-07-03,DK0003C,L1800,7,23.76485019738583,114.64446519536642,7.374649646174416,53.658336740892224
2024-07-03,DK0003C,L2600,7,28.066460737828116,150.13970982507553,6.119497527086777,61.93964164461321
2024-07-03,DK0003C,L800,7,17.826422539042525,65.2698165451246,9.04036472506252,41.07741279787473
2024-07-03,DK0004A,L1800,7,23.88391951292835,114.14699970983247,7.306022654893796,53.8609047745648
2024-07-03,DK0004A,L2600,7,28.156396143609538,150.0636265274815,6.142878190301604,61.86106734438266
2024-07-03,DK0004A,L800,7,17.821514441287846,65.18022643701327,9.019199356144657,41.02978103995499
2024-07-03,DK0004B,L1800,7,23.91879480644362,113.91312304225384,7.333280302709381,53.66369387570889
2024-07-03,DK0004B,L2600,7,28.129138273418427,150.1209886972379,6.114334015407338,62.29441641336747
2024-07-03,DK0004B,L800,7,17.833904060380107,65.27671245205178,9.0136014484701,41.01035724791626
2024-07-03,DK0004C,L1800,7,23.914326976943872,114.2083707193358,7.30516241612492,53.76699710792393
2024-07-03,DK0004C,L2600,7,28.21599723946908,149.81852076350913,6.06425029185662,62.14903953944837
2024-07-03,DK0004C,L800,7,17.835082464883513,65.28568288026462,9.034145189571127,41.402641855171204
2024-07-03,DK0005A,L1800,7,23.874555806071616,114.52860877211009,7.304419631583931,53.430051120375545
2024-07-03,DK0005A,L2600,7,28.143565170742562,150.219696465266,6.1338771255023685,62.17543668674868
2024-07-03,DK0005A,L800,7,17.815593163489858,65.46087133924343,8.999897815686445,41.25953011871041
2024-07-03,DK0005B,L1800,7,23.861952272436888,114.64364308059554,7.334458527250535,53.75897942607483
2024-07-03,DK0005B,L2600,7,28.16495195580164,150.39711188122547,6.152706265097865,62.32059284864484
2024-07-03,DK0005B,L800,7,17.826899360263933,65.31296383340757,8.97708013613984,41.231732675513726
2024-07-03,DK0005C,L1800,7,23.822526569090765,114.33592438502973,7.343905843530564,53.39023179418321
2024-07-03,DK0005C,L2600,7,28.134762189074664,150.21383178828347,6.141631410852252,61.86043164987625
2024-07-03,DK0005C,L800,7,17.851703228868086,65.32848746006154,8.972056613079939,41.200953884480526
2024-07-03,DK0006A,L1800,7,23.93069717138277,114.59137754093908,7.298821829447842,53.58578253003538
2024-07-03,DK0006A,L2600,7,28.13060793121229,150.46903762812582,6.133385727969922,62.29389472592138
2024-07-03,DK0006A,L800,7,17.808684064663147,65.2846538461506,8.990925015197401,40.87229461613612
2024-07-03,DK0006B,L1800,7,23.930986687896812,114.37288517809213,7.326325144057654,53.396701414141475
2024-07-03,DK0006B,L2600,7,28.06078992591629,150.19030264033236,6.137022488964338,62.21972800792915
2024-07-03,DK0006B,L800,7,17.846055713678474,65.36417316383456,9.048803505767225,41.10286795453276
2024-07-03,DK0006C,L1800,7,23.859483528296238,114.32138495526833,7.343195540759231,53.483375165992676
2024-07-03,DK0006C,L2600,7,28.140807238658695,150.10709122868883,6.114519658167945,62.02220812349359
2024-07-03,DK0006C,L800,7,17.851023126365707,65.30921174131595,8.974976985859248,41.196115054029185
2024-07-03,DK0007A,L1800,7,23.943611105924596,114.79934588911352,7.307770495342657,53.24148116340442
2024-07-03,DK0007A,L2600,7,28.18000860974199,150.1476955223531,6.127027624698423,62.502569128129885
2024-07-03,DK0007A,L800,7,17.85970005492702,65.33167113273727,9.002431088288677,40.91712031376483
2024-07-03,DK0007B,L1800,7,23.903789942457916,114.62669416674106,7.311201381956804,53.55830945123728
2024-07-03,DK0007B,L2600,7,28.203808357022982,150.47130002865222,6.127716528133595,61.574373393521505
2024-07-03,DK0007B,L800,7,17.84811345468667,65.39841659137583,9.016193768228746,41.20064482183267
2024-07-03,DK0007C,L1800,7,23.762942764073614,114.59489993555526,7.336337474033037,53.60209587616578
2024-07-03,DK0007C,L2600,7,28.161341579935993,150.46234325592513,6.094619158322222,62.13773585305927
2024-07-03,DK0007C,L800,7,17.894581107881145,65.43054893674591,9.01579413847497,41.004824041383486
2024-07-03,DK0008A,L1800,7,23.83582816326003,114.64110062517467,7.309747856284669,53.680860637917384
2024-07-03,DK0008A,L2600,7,28.21505254860762,150.83802954201755,6.130910988517875,62.01168896137546
2024-07-03,DK0008A,L800,7,17.919855871709007,65.42562502129732,8.97149918485552,41.18387121959921
2024-07-03,DK0008B,L1800,7,23.900067720347533,114.23901071669319,7.297832354479944,53.51701391336865
2024-07-03,DK0008B,L2600,7,28.230863297255564,150.7532239363298,6.112938560745008,61.68417447481656
2024-07-03,DK0008B,L800,7,18.026662661348325,65.48153196795253,9.047701538160814,41.28696674503516
2024-07-03,DK0008C,L1800,7,23.888425766111016,114.20558920323062,7.2862936856928275,53.366287945109484
2024-07-03,DK0008C,L2600,7,28.159630380603275,150.86220868181607,6.110724057975557,61.89236484973961
2024-07-03,DK0008C,L800,7,18.021701584616142,65.55236848939717,8.99564419962008,40.98100537144826
2024-07-03,DK0009A,L1800,7,23.838688598181566,114.50373802709723,7.294971920617204,53.84642735573555
2024-07-03,DK0009A,L2600,7,28.18373333246531,150.30628145241772,6.137392589345115,62.11200031321362
2024-07-03,DK0009A,L800,7,17.880607513193386,65.45771442957982,9.03723433795357,41.162789049821
2024-07-03,DK0009B,L1800,7,23.88727073910033,114.11494302536109,7.326849416432147,53.84157214958075
2024-07-03,DK0009B,L2600,7,28.154353473740915,150.4417823636481,6.129370617066606,61.96487645617328
2024-07-03,DK0009B,L800,7,17.9456897510793,65.43995011002252,9.00821800535322,41.213391745256985
2024-07-03,DK0009C,L1800,7,23.905986203511358,114.19255687790064,7.335933988358892,53.54484736516863
2024-07-03,DK0009C,L2600,7,28.154566495582923,150.66689586829224,6.127800479966539,61.702592131410356
2024-07-03,DK0009C,L800,7,17.974966818146584,65.50849465241626,9.067201087723184,40.99620089141231
2024-07-03,DK0010A,L1800,7,23.933514989906584,114.22379644870027,7.293653468387024,53.36448301748843
2024-07-03,DK0010A,L2600,7,28.18240764701219,150.5603088242493,6.1148064963248006,62.1034938744329
2024-07-03,DK0010A,L800,7,17.83455376113503,64.99984598966725,9.010295640821067,41.21744633434733
2024-07-03,DK0010B,L1800,7,23.971532640907927,114.05644707759207,7.314436740865424,53.74296019734158
2024-07-03,DK0010B,L2600,7,28.158967092367696,150.09246977235452,6.10805816073955,62.252971693375855
2024-07-03,DK0010B,L800,7,17.866970850490056,65.1058386137078,9.03535608727412,41.303886496444186
2024-07-03,DK0010C,L1800,7,23.91868501223754,114.07218102686247,7.369614239534161,53.754399706148305
2024-07-03,DK0010C,L2600,7,28.099172600822026,150.45727215075442,6.106753909325297,61.42034430877456
2024-07-03,DK0010C,L800,7,17.84251481510002,65.26099367910572,8.998098140847144,40.957694132857526
2024-07-04,DK0001A,L1800,7,23.833839560652528,113.52036646047735,7.343789899254892,53.527951356136185
2024-07-04,DK0001A,L2600,7,27.783787249245055,150.38894107666474,6.183514313828593,62.015075331025976
